ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0018210	peptidyl-threonine modification	2/40	119/18614	0.0269893431773619	0.0780894564580934	0.0434409613916178	TBK1/ULK1	2
BP	GO:0030278	regulation of ossification	2/40	119/18614	0.0269893431773619	0.0780894564580934	0.0434409613916178	DDR2/MEF2C	2
BP	GO:0046632	alpha-beta T cell differentiation	2/40	119/18614	0.0269893431773619	0.0780894564580934	0.0434409613916178	IL6/SOCS1	2
BP	GO:0051054	positive regulation of DNA metabolic process	3/40	303/18614	0.0270836597743493	0.0780894564580934	0.0434409613916178	EGFR/IL6/TFRC	3
BP	GO:0032355	response to estradiol	2/40	120/18614	0.027410018877177	0.0780894564580934	0.0434409613916178	EGFR/PTGS2	2
BP	GO:0043200	response to amino acid	2/40	120/18614	0.027410018877177	0.0780894564580934	0.0434409613916178	EGFR/SOCS1	2
BP	GO:0046879	hormone secretion	3/40	305/18614	0.0275445924824201	0.0780894564580934	0.0434409613916178	IL1B/IL6/PARK7	3
BP	GO:0002357	defense response to tumor cell	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	RELA	1
BP	GO:0002863	positive regulation of inflammatory response to antigenic stimulus	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	PARK7	1
BP	GO:0006521	regulation of cellular amino acid metabolic process	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	PARK7	1
BP	GO:0032966	negative regulation of collagen biosynthetic process	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	IL6	1
BP	GO:0033079	immature T cell proliferation	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	IL1B	1
BP	GO:0033080	immature T cell proliferation in thymus	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	IL1B	1
BP	GO:0034144	negative regulation of toll-like receptor 4 signaling pathway	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	TNFAIP3	1
BP	GO:0035437	maintenance of protein localization in endoplasmic reticulum	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	HSPA5	1
BP	GO:0035745	T-helper 2 cell cytokine production	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	IL6	1
BP	GO:0035815	positive regulation of renal sodium excretion	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	SNX5	1
BP	GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	ZFP36	1
BP	GO:0070424	regulation of nucleotide-binding oligomerization domain containing signaling pathway	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	TNFAIP3	1
BP	GO:0070486	leukocyte aggregation	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	IL1B	1
BP	GO:0071107	response to parathyroid hormone	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	MEF2C	1
BP	GO:0071287	cellular response to manganese ion	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	HSPA5	1
BP	GO:0072537	fibroblast activation	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	DDR2	1
BP	GO:0106049	regulation of cellular response to osmotic stress	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	PTGS2	1
BP	GO:1901857	positive regulation of cellular respiration	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	PARK7	1
BP	GO:1903599	positive regulation of autophagy of mitochondrion	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	PARK7	1
BP	GO:1903624	regulation of DNA catabolic process	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	IL6	1
BP	GO:2000551	regulation of T-helper 2 cell cytokine production	1/40	13/18614	0.0275873714054921	0.0780894564580934	0.0434409613916178	IL6	1
BP	GO:0002367	cytokine production involved in immune response	2/40	121/18614	0.0278333580323218	0.0785728174723248	0.0437098538658369	IL1B/IL6	2
BP	GO:0098773	skin epidermis development	2/40	121/18614	0.0278333580323218	0.0785728174723248	0.0437098538658369	EGFR/RELA	2
BP	GO:0043588	skin development	3/40	308/18614	0.0282439020936856	0.0796241720292972	0.0442947196696199	EGFR/RELA/ZFP36	3
BP	GO:0007613	memory	2/40	124/18614	0.0291192287425477	0.0804128684888774	0.0447334694574189	PGRMC1/PTGS2	2
BP	GO:0030301	cholesterol transport	2/40	124/18614	0.0291192287425477	0.0804128684888774	0.0447334694574189	FURIN/SCP2	2
BP	GO:0007162	negative regulation of cell adhesion	3/40	312/18614	0.0291910704335824	0.0804128684888774	0.0447334694574189	CDKN2A/FZD7/SOCS1	3
BP	GO:0044403	biological process involved in symbiotic interaction	3/40	313/18614	0.0294304954852033	0.0804128684888774	0.0447334694574189	EGFR/FURIN/TFRC	3
BP	GO:0002456	T cell mediated immunity	2/40	125/18614	0.0295530944321315	0.0804128684888774	0.0447334694574189	IL1B/IL6	2
BP	GO:0006690	icosanoid metabolic process	2/40	125/18614	0.0295530944321315	0.0804128684888774	0.0447334694574189	IL1B/PTGS2	2
BP	GO:0030198	extracellular matrix organization	3/40	314/18614	0.0296709730778739	0.0804128684888774	0.0447334694574189	DDR2/FURIN/IL6	3
BP	GO:0042742	defense response to bacterium	3/40	314/18614	0.0296709730778739	0.0804128684888774	0.0447334694574189	IL1B/IL6/TBK1	3
BP	GO:0003207	cardiac chamber formation	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	MEF2C	1
BP	GO:0006465	signal peptide processing	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	FURIN	1
BP	GO:0010713	negative regulation of collagen metabolic process	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	IL6	1
BP	GO:0030213	hyaluronan biosynthetic process	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	IL1B	1
BP	GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	TNFAIP3	1
BP	GO:0032306	regulation of prostaglandin secretion	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	IL1B	1
BP	GO:0032308	positive regulation of prostaglandin secretion	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	IL1B	1
BP	GO:0034309	primary alcohol biosynthetic process	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	PARK7	1
BP	GO:0042182	ketone catabolic process	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	PARK7	1
BP	GO:0046185	aldehyde catabolic process	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	PARK7	1
BP	GO:0046598	positive regulation of viral entry into host cell	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	FURIN	1
BP	GO:0055012	ventricular cardiac muscle cell differentiation	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	MEF2C	1
BP	GO:0061029	eyelid development in camera-type eye	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	EGFR	1
BP	GO:0061043	regulation of vascular wound healing	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	TNFAIP3	1
BP	GO:0070141	response to UV-A	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	EGFR	1
BP	GO:0072160	nephron tubule epithelial cell differentiation	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	MEF2C	1
BP	GO:0072540	T-helper 17 cell lineage commitment	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	IL6	1
BP	GO:0075294	positive regulation by symbiont of entry into host	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	FURIN	1
BP	GO:1901533	negative regulation of hematopoietic progenitor cell differentiation	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	ZFP36	1
BP	GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	ATF3	1
BP	GO:1903798	regulation of miRNA maturation	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	IL6	1
BP	GO:1903894	regulation of IRE1-mediated unfolded protein response	1/40	14/18614	0.0296784689348609	0.0804128684888774	0.0447334694574189	HSPA5	1
BP	GO:0009914	hormone transport	3/40	315/18614	0.0299125028653078	0.0808372813526881	0.0449695692289777	IL1B/IL6/PARK7	3
BP	GO:0043062	extracellular structure organization	3/40	315/18614	0.0299125028653078	0.0808372813526881	0.0449695692289777	DDR2/FURIN/IL6	3
BP	GO:0045229	external encapsulating structure organization	3/40	317/18614	0.0303987175728962	0.0819141406405067	0.0455686232481517	DDR2/FURIN/IL6	3
BP	GO:0055007	cardiac muscle cell differentiation	2/40	127/18614	0.0304286132776607	0.0819141406405067	0.0455686232481517	FZD7/MEF2C	2
BP	GO:0071482	cellular response to light stimulus	2/40	127/18614	0.0304286132776607	0.0819141406405067	0.0455686232481517	CDKN1A/PTGS2	2
BP	GO:1904375	regulation of protein localization to cell periphery	2/40	128/18614	0.030870241334999	0.0829960542455766	0.0461704889708582	EGFR/PGRMC1	2
BP	GO:0042063	gliogenesis	3/40	320/18614	0.0311359216770751	0.0832590526967655	0.0463167943247734	IL1B/IL6/NDRG1	3
BP	GO:0060485	mesenchyme development	3/40	320/18614	0.0311359216770751	0.0832590526967655	0.0463167943247734	IL1B/IL6/MEF2C	3
BP	GO:0032874	positive regulation of stress-activated MAPK cascade	2/40	129/18614	0.0313144318155703	0.0832590526967655	0.0463167943247734	FZD7/IL1B	2
BP	GO:0002864	regulation of acute inflammatory response to antigenic stimulus	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	PARK7	1
BP	GO:0016558	protein import into peroxisome matrix	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	PEX2	1
BP	GO:0018410	C-terminal protein amino acid modification	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	ATG16L1	1
BP	GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	IL1B	1
BP	GO:0032897	negative regulation of viral transcription	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	ZFP36	1
BP	GO:0032905	transforming growth factor beta1 production	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	FURIN	1
BP	GO:0034116	positive regulation of heterotypic cell-cell adhesion	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	IL1B	1
BP	GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	SOCS1	1
BP	GO:0042976	activation of Janus kinase activity	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	SOCS1	1
BP	GO:0043374	CD8-positive, alpha-beta T cell differentiation	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	SOCS1	1
BP	GO:0045986	negative regulation of smooth muscle contraction	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	PTGS2	1
BP	GO:0060211	regulation of nuclear-transcribed mRNA poly(A) tail shortening	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	ZFP36	1
BP	GO:0070920	regulation of production of small RNA involved in gene silencing by RNA	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	IL6	1
BP	GO:0071639	positive regulation of monocyte chemotactic protein-1 production	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	IL1B	1
BP	GO:0110156	methylguanosine-cap decapping	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	ZFP36	1
BP	GO:1900102	negative regulation of endoplasmic reticulum unfolded protein response	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	HSPA5	1
BP	GO:1900153	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1/40	15/18614	0.0317651819048933	0.0832590526967655	0.0463167943247734	ZFP36	1
BP	GO:0032612	interleukin-1 production	2/40	131/18614	0.0322104502833976	0.083899788830446	0.0466732341683567	IL6/TNFAIP3	2
BP	GO:0032652	regulation of interleukin-1 production	2/40	131/18614	0.0322104502833976	0.083899788830446	0.0466732341683567	IL6/TNFAIP3	2
BP	GO:0038127	ERBB signaling pathway	2/40	131/18614	0.0322104502833976	0.083899788830446	0.0466732341683567	EGFR/SNX5	2
BP	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	2/40	131/18614	0.0322104502833976	0.083899788830446	0.0466732341683567	FZD7/IL1B	2
BP	GO:0072329	monocarboxylic acid catabolic process	2/40	131/18614	0.0322104502833976	0.083899788830446	0.0466732341683567	PEX2/SCP2	2
BP	GO:0002833	positive regulation of response to biotic stimulus	3/40	327/18614	0.0328927875248039	0.0855704024150875	0.0476025921575454	RELA/TBK1/TNFAIP3	3
BP	GO:0002440	production of molecular mediator of immune response	3/40	328/18614	0.0331479583809888	0.0860188172298207	0.0478520441519347	IL1B/IL6/TFRC	3
BP	GO:0048638	regulation of developmental growth	3/40	328/18614	0.0331479583809888	0.0860188172298207	0.0478520441519347	CDKN1A/MEF2C/ULK1	3
BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	3/40	329/18614	0.0334041752207654	0.0860188172298207	0.0478520441519347	MEF2C/RELA/TNFAIP3	3
BP	GO:0051224	negative regulation of protein transport	2/40	134/18614	0.0335733861700086	0.0860188172298207	0.0478520441519347	IL1B/PARK7	2
BP	GO:0016042	lipid catabolic process	3/40	330/18614	0.0336614375059975	0.0860188172298207	0.0478520441519347	IL1B/PEX2/SCP2	3
BP	GO:0045861	negative regulation of proteolysis	3/40	330/18614	0.0336614375059975	0.0860188172298207	0.0478520441519347	GABARAPL2/PARK7/PTGS2	3
BP	GO:0009074	aromatic amino acid family catabolic process	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	GSTZ1	1
BP	GO:0023035	CD40 signaling pathway	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	TNFAIP3	1
BP	GO:0034134	toll-like receptor 2 signaling pathway	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	TNFAIP3	1
BP	GO:0034393	positive regulation of smooth muscle cell apoptotic process	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	CDKN2A	1
BP	GO:0034497	protein localization to phagophore assembly site	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	ATG16L1	1
BP	GO:0038065	collagen-activated signaling pathway	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	DDR2	1
BP	GO:0047484	regulation of response to osmotic stress	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	PTGS2	1
BP	GO:0048532	anatomical structure arrangement	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	HSPA5	1
BP	GO:0050862	positive regulation of T cell receptor signaling pathway	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	RELA	1
BP	GO:0090336	positive regulation of brown fat cell differentiation	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	PTGS2	1
BP	GO:0097428	protein maturation by iron-sulfur cluster transfer	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	GLRX5	1
BP	GO:2000345	regulation of hepatocyte proliferation	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	TNFAIP3	1
BP	GO:2000637	positive regulation of miRNA-mediated gene silencing	1/40	16/18614	0.0338475192737734	0.0860188172298207	0.0478520441519347	ZFP36	1
BP	GO:0062012	regulation of small molecule metabolic process	3/40	331/18614	0.0339197446863304	0.0860976265488993	0.0478958855710286	IL1B/PARK7/PTGS2	3
BP	GO:0007265	Ras protein signal transduction	3/40	333/18614	0.0344394914702071	0.0872384409917962	0.0485305176765226	CDKN1A/CDKN2A/PARK7	3
BP	GO:0000086	G2/M transition of mitotic cell cycle	2/40	136/18614	0.0344944721202602	0.0872384409917962	0.0485305176765226	BRD4/CDKN1A	2
BP	GO:0001101	response to acid chemical	2/40	136/18614	0.0344944721202602	0.0872384409917962	0.0485305176765226	EGFR/SOCS1	2
BP	GO:0061041	regulation of wound healing	2/40	137/18614	0.0349587170540084	0.0878786283045813	0.0488866522124702	DDR2/TNFAIP3	2
BP	GO:0052548	regulation of endopeptidase activity	3/40	336/18614	0.0352269339055932	0.0878786283045813	0.0488866522124702	FURIN/PARK7/PTGS2	3
BP	GO:0015918	sterol transport	2/40	138/18614	0.0354254137618683	0.0878786283045813	0.0488866522124702	FURIN/SCP2	2
BP	GO:1904950	negative regulation of establishment of protein localization	2/40	138/18614	0.0354254137618683	0.0878786283045813	0.0488866522124702	IL1B/PARK7	2
BP	GO:0030111	regulation of Wnt signaling pathway	3/40	338/18614	0.0357571032480105	0.0878786283045813	0.0488866522124702	EGFR/FZD7/TNFAIP3	3
BP	GO:0042157	lipoprotein metabolic process	2/40	139/18614	0.0358945501432278	0.0878786283045813	0.0488866522124702	ATG16L1/ULK1	2
BP	GO:0006089	lactate metabolic process	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	PARK7	1
BP	GO:0006570	tyrosine metabolic process	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	GSTZ1	1
BP	GO:0006620	post-translational protein targeting to endoplasmic reticulum membrane	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	HSPA5	1
BP	GO:0010763	positive regulation of fibroblast migration	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	DDR2	1
BP	GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL1B	1
BP	GO:0031053	primary miRNA processing	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL6	1
BP	GO:0034112	positive regulation of homotypic cell-cell adhesion	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL6	1
BP	GO:0034138	toll-like receptor 3 signaling pathway	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	TNFAIP3	1
BP	GO:0035729	cellular response to hepatocyte growth factor stimulus	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	RELA	1
BP	GO:0046827	positive regulation of protein export from nucleus	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL1B	1
BP	GO:0060148	positive regulation of post-transcriptional gene silencing	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	ZFP36	1
BP	GO:0060965	negative regulation of miRNA-mediated gene silencing	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL6	1
BP	GO:0061158	3'-UTR-mediated mRNA destabilization	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	ZFP36	1
BP	GO:0090494	dopamine uptake	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	PARK7	1
BP	GO:0097396	response to interleukin-17	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL1B	1
BP	GO:0097398	cellular response to interleukin-17	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL1B	1
BP	GO:0110096	cellular response to aldehyde	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	PARK7	1
BP	GO:1900370	positive regulation of post-transcriptional gene silencing by RNA	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	ZFP36	1
BP	GO:1901550	regulation of endothelial cell development	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL1B	1
BP	GO:1902036	regulation of hematopoietic stem cell differentiation	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	ZFP36	1
BP	GO:1903140	regulation of establishment of endothelial barrier	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	IL1B	1
BP	GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	1/40	17/18614	0.0359254899818633	0.0878786283045813	0.0488866522124702	PARK7	1
BP	GO:2001235	positive regulation of apoptotic signaling pathway	2/40	140/18614	0.0363661141358439	0.0888524121985708	0.0494283656583216	ATF3/PARK7	2
BP	GO:0051346	negative regulation of hydrolase activity	3/40	345/18614	0.037645422512528	0.0901022997345921	0.0501236748416466	PARK7/PTGS2/SLC39A14	3
BP	GO:0010212	response to ionizing radiation	2/40	143/18614	0.0377952517321905	0.0901022997345921	0.0501236748416466	CDKN1A/HSPA5	2
BP	GO:0002295	T-helper cell lineage commitment	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL6	1
BP	GO:0002827	positive regulation of T-helper 1 type immune response	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL1B	1
BP	GO:0002830	positive regulation of type 2 immune response	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL6	1
BP	GO:0003128	heart field specification	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	MEF2C	1
BP	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	CDKN1A	1
BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	CDKN1A	1
BP	GO:0016264	gap junction assembly	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL1B	1
BP	GO:0030730	sequestering of triglyceride	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL1B	1
BP	GO:0032604	granulocyte macrophage colony-stimulating factor production	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL1B	1
BP	GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL1B	1
BP	GO:0035234	ectopic germ cell programmed cell death	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL1B	1
BP	GO:0036499	PERK-mediated unfolded protein response	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	HSPA5	1
BP	GO:0038128	ERBB2 signaling pathway	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	EGFR	1
BP	GO:0043217	myelin maintenance	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	NDRG1	1
BP	GO:0045780	positive regulation of bone resorption	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	TFRC	1
BP	GO:0050746	regulation of lipoprotein metabolic process	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	ULK1	1
BP	GO:0060149	negative regulation of post-transcriptional gene silencing	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL6	1
BP	GO:0060967	negative regulation of gene silencing by RNA	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL6	1
BP	GO:0061709	reticulophagy	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	ULK1	1
BP	GO:0071318	cellular response to ATP	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	PTGS2	1
BP	GO:0090493	catecholamine uptake	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	PARK7	1
BP	GO:0110154	RNA decapping	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	ZFP36	1
BP	GO:1900369	negative regulation of post-transcriptional gene silencing by RNA	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	IL6	1
BP	GO:1905209	positive regulation of cardiocyte differentiation	1/40	18/18614	0.0379991029517356	0.0901022997345921	0.0501236748416466	MEF2C	1
BP	GO:0014065	phosphatidylinositol 3-kinase signaling	2/40	144/18614	0.0382764063112081	0.0906569305942332	0.0504322145453798	DDR2/EGFR	2
BP	GO:0042886	amide transport	3/40	349/18614	0.0387472522854735	0.0916681880230512	0.0509947744211275	IL1B/IL6/PARK7	3
BP	GO:0030177	positive regulation of Wnt signaling pathway	2/40	146/18614	0.039245807251089	0.0927426372709559	0.0515924877413698	EGFR/TNFAIP3	2
BP	GO:0031346	positive regulation of cell projection organization	3/40	353/18614	0.0398655971745856	0.0936273141468434	0.0520846311849614	DDR2/HSPA5/PARP6	3
BP	GO:0006309	apoptotic DNA fragmentation	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	IL6	1
BP	GO:0035728	response to hepatocyte growth factor	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	RELA	1
BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	CDKN1A	1
BP	GO:0044804	autophagy of nucleus	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	ULK1	1
BP	GO:0046782	regulation of viral transcription	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	ZFP36	1
BP	GO:0051004	regulation of lipoprotein lipase activity	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	FURIN	1
BP	GO:1901522	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	RELA	1
BP	GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	PARK7	1
BP	GO:2000786	positive regulation of autophagosome assembly	1/40	19/18614	0.0400683670882135	0.0936273141468434	0.0520846311849614	ULK1	1
BP	GO:0051592	response to calcium ion	2/40	149/18614	0.0407174611672623	0.0950377389702915	0.0528692468434667	HSPA5/MEF2C	2
BP	GO:2000377	regulation of reactive oxygen species metabolic process	2/40	150/18614	0.0412126462174316	0.0954290853116943	0.0530869517946691	CDKN1A/PARK7	2
BP	GO:0010821	regulation of mitochondrion organization	2/40	151/18614	0.0417101286974555	0.0954290853116943	0.0530869517946691	PARK7/TFRC	2
BP	GO:0044839	cell cycle G2/M phase transition	2/40	151/18614	0.0417101286974555	0.0954290853116943	0.0530869517946691	BRD4/CDKN1A	2
BP	GO:0045834	positive regulation of lipid metabolic process	2/40	151/18614	0.0417101286974555	0.0954290853116943	0.0530869517946691	IL1B/PTGS2	2
BP	GO:0001780	neutrophil homeostasis	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	IL6	1
BP	GO:0002544	chronic inflammatory response	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	TNFAIP3	1
BP	GO:0006625	protein targeting to peroxisome	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	PEX2	1
BP	GO:0018195	peptidyl-arginine modification	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	PARK7	1
BP	GO:0035813	regulation of renal sodium excretion	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	SNX5	1
BP	GO:0036498	IRE1-mediated unfolded protein response	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	HSPA5	1
BP	GO:0039532	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	TNFAIP3	1
BP	GO:0042053	regulation of dopamine metabolic process	1/40	20/18614	0.042133291278397	0.0954290853116943	0.0530869517946691	PARK7	1
